,Time (UTC+10),Regions NSW Trading Price ($/MWh),Regions SA Trading Price ($/MWh),Regions TAS Trading Price ($/MWh),Regions VIC Trading Price ($/MWh),Regions NSW Trading Total Intermittent Generation (MW),Regions SA Trading Total Intermittent Generation (MW),Regions TAS Trading Total Intermittent Generation (MW),Regions VIC Trading Total Intermittent Generation (MW),Regions NSW Operational Demand (MW),Regions SA Operational Demand (MW),Regions TAS Operational Demand (MW),Regions VIC Operational Demand (MW),Daily global solar exposure (MJ/m*m),Date,New VIC Covid Cases,date,Maximum temperature (Degree C)
10873,2020-09-07 12:30:00,14.9,-189.39,-15.24,-20.39,93.77,91.44,168.94,399.67,6524,748,1154,3887,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10874,2020-09-07 13:00:00,21.13,-176.99,-6.1,-10.69,78.53,95.14,165.17,407.82,6523,730,1150,3892,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10875,2020-09-07 13:30:00,32.21,-86.97,-27.27,-31.79,79.84,90.42,160.66,409.08,6563,743,1116,3906,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10876,2020-09-07 14:00:00,33.38,-45.28,-12.72,-12.73,69.0,92.91,154.3,407.23,6599,805,1054,3919,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10877,2020-09-07 14:30:00,34.97,-44.17,-6.14,-6.35,52.41,97.29,149.75,409.28,6681,847,1066,3957,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10878,2020-09-07 15:00:00,35.96,-44.17,6.48,6.14,47.1,94.79,152.67,400.81,6826,920,1083,4001,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10879,2020-09-07 15:30:00,35.2,-39.67,20.72,16.62,46.17,97.62,154.18,400.39,7024,978,1116,4117,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10880,2020-09-07 16:00:00,35.28,-35.26,19.06,18.49,40.3,118.08,150.81,398.06,7305,1071,1137,4306,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10881,2020-09-07 16:30:00,35.83,-26.35,31.1,30.12,34.66,102.31,139.24,388.54,7583,1161,1179,4541,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10882,2020-09-07 17:00:00,47.95,32.08,5.15,39.44,23.39,185.01,138.77,371.16,7985,1307,1211,4848,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10883,2020-09-07 17:30:00,39.8,31.97,7.75,35.14,9.34,293.22,142.17,365.81,8401,1423,1259,5149,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10884,2020-09-07 18:00:00,42.11,33.12,33.84,36.46,1.31,298.87,146.92,369.78,8922,1526,1325,5504,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10885,2020-09-07 18:30:00,46.9,38.65,39.48,42.33,-0.04,280.6,149.24,386.07,9290,1603,1352,5716,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10886,2020-09-07 19:00:00,44.94,37.94,36.12,41.05,-0.06,282.07,153.82,392.25,9303,1662,1363,5819,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10887,2020-09-07 19:30:00,41.07,34.12,35.16,36.89,-0.08,288.85,156.95,392.82,9069,1660,1342,5598,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10888,2020-09-07 20:00:00,39.62,32.83,32.53,34.67,0.88,282.94,158.0,407.26,8808,1616,1321,5481,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10889,2020-09-07 20:30:00,38.91,31.83,30.47,33.2,2.29,288.79,152.63,411.41,8628,1566,1298,5333,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10890,2020-09-07 21:00:00,36.15,28.94,29.19,30.48,3.9,287.26,154.18,408.38,8435,1526,1275,5188,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10891,2020-09-07 21:30:00,35.72,28.89,28.6,30.28,12.3,272.95,159.58,394.43,8255,1493,1234,5046,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10892,2020-09-07 22:00:00,32.76,26.46,32.87,27.61,25.45,264.3,155.32,383.78,8008,1446,1212,4878,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10893,2020-09-07 22:30:00,36.82,25.59,38.13,25.86,12.94,259.53,146.07,386.31,8001,1400,1179,4775,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10894,2020-09-07 23:00:00,34.45,23.5,23.7,23.66,17.51,262.55,138.53,409.55,7874,1371,1133,4686,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10895,2020-09-07 23:30:00,34.58,27.72,10.19,30.09,25.63,239.57,142.12,409.25,7761,1340,1101,4842,17.1,2020-09-07 00:00:00,41.0,2020-09-07 00:00:00,22.9
10896,2020-09-08 00:00:00,36.43,32.33,10.65,32.97,23.38,231.65,146.29,405.26,7728,1493,1076,4862,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10897,2020-09-08 00:30:00,34.06,27.7,15.16,28.18,35.96,232.89,133.07,404.14,7623,1481,1057,4687,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10898,2020-09-08 01:00:00,33.04,17.83,16.54,14.26,29.59,228.11,133.96,405.43,7468,1436,1039,4582,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10899,2020-09-08 01:30:00,31.89,12.24,14.71,6.5,36.93,247.64,144.6,398.62,7275,1363,1031,4467,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10900,2020-09-08 02:00:00,32.87,8.57,14.66,0.17,52.12,237.52,157.62,394.2,7068,1298,1021,4231,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10901,2020-09-08 02:30:00,28.88,6.26,11.9,-1.75,54.22,241.84,160.67,404.94,6787,1258,1011,4056,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10902,2020-09-08 03:00:00,27.35,5.81,12.7,-1.87,52.15,196.54,158.3,406.22,6564,1229,1018,3971,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10903,2020-09-08 03:30:00,22.88,-6.71,-1.7,-9.41,57.25,145.5,162.0,407.74,6414,1186,1016,3919,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10904,2020-09-08 04:00:00,25.42,-0.41,10.33,-0.45,54.2,151.66,161.27,401.07,6346,1163,1018,3866,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10905,2020-09-08 04:30:00,26.36,-0.52,15.24,-0.56,60.52,167.17,159.74,393.46,6368,1143,1029,3854,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10906,2020-09-08 05:00:00,29.85,7.13,32.91,7.19,52.47,145.94,162.1,376.74,6453,1140,1046,3900,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10907,2020-09-08 05:30:00,33.97,17.25,20.48,16.45,57.2,116.9,159.96,371.83,6723,1140,1075,4046,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10908,2020-09-08 06:00:00,34.8,15.41,9.4,14.05,65.48,113.86,156.82,374.07,7063,1169,1108,4190,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10909,2020-09-08 06:30:00,40.06,36.78,13.23,34.07,70.78,118.36,161.87,369.67,7587,1208,1166,4477,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10910,2020-09-08 07:00:00,48.94,44.85,26.16,42.01,75.65,109.12,172.29,350.99,7999,1280,1242,4680,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10911,2020-09-08 07:30:00,39.86,38.52,34.51,35.27,94.17,97.13,174.49,334.92,8040,1334,1302,4792,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10912,2020-09-08 08:00:00,37.65,35.98,33.03,33.76,106.27,75.34,175.43,352.15,7982,1363,1344,4873,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10913,2020-09-08 08:30:00,34.95,30.95,28.17,30.68,116.26,67.79,172.79,345.73,7755,1333,1346,5004,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10914,2020-09-08 09:00:00,35.19,33.3,29.53,32.05,126.2,51.9,158.02,303.67,7416,1339,1320,4963,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10915,2020-09-08 09:30:00,29.38,25.56,25.98,26.19,139.05,59.87,118.74,230.18,7252,1339,1302,4947,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10916,2020-09-08 10:00:00,35.13,34.73,37.6,32.97,128.71,41.31,122.97,221.1,7027,1330,1294,4920,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10917,2020-09-08 10:30:00,38.13,44.78,39.56,39.39,138.34,29.27,105.36,183.09,6845,1328,1284,5010,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10918,2020-09-08 11:00:00,35.61,40.51,36.72,36.54,151.23,32.65,101.92,193.72,6719,1244,1273,5102,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10919,2020-09-08 11:30:00,36.26,40.6,35.19,37.69,146.0,45.66,129.7,187.24,6630,1201,1266,5181,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10920,2020-09-08 12:00:00,49.71,60.41,51.16,55.78,152.2,46.99,134.7,106.44,6587,1240,1241,5270,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10921,2020-09-08 12:30:00,44.9,52.38,46.34,50.71,145.12,58.6,120.95,100.29,6601,1132,1224,5383,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10922,2020-09-08 13:00:00,40.42,46.91,38.76,45.45,144.01,68.46,138.27,98.8,6649,1104,1183,5401,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10923,2020-09-08 13:30:00,40.36,47.09,22.08,45.65,144.05,80.11,149.69,109.18,6677,1116,1152,5412,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10924,2020-09-08 14:00:00,37.67,43.63,19.22,42.54,136.69,71.94,152.23,110.44,6737,1185,1135,5358,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10925,2020-09-08 14:30:00,46.95,54.14,19.2,52.11,112.3,76.89,168.09,127.2,6928,1209,1131,5215,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10926,2020-09-08 15:00:00,42.22,47.88,19.19,46.01,107.33,84.75,173.48,125.58,7070,1239,1117,5159,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10927,2020-09-08 15:30:00,45.08,47.08,22.49,46.77,118.38,86.95,170.81,126.15,7195,1285,1118,5174,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10928,2020-09-08 16:00:00,43.04,43.17,19.2,43.74,114.33,88.11,168.48,133.84,7464,1286,1136,5197,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10929,2020-09-08 16:30:00,48.66,44.69,16.52,46.52,111.59,71.86,180.97,102.97,7753,1329,1158,5236,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10930,2020-09-08 17:00:00,92.26,74.21,18.17,81.78,104.61,60.56,176.0,86.54,8050,1387,1216,5359,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10931,2020-09-08 17:30:00,52.68,41.65,24.77,46.0,75.88,53.57,162.08,100.94,8335,1458,1285,5502,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10932,2020-09-08 18:00:00,55.21,44.0,20.38,48.05,60.84,45.7,179.65,163.92,8778,1543,1366,5795,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10933,2020-09-08 18:30:00,57.66,46.0,21.53,50.07,57.6,43.71,183.87,153.25,9107,1649,1416,5984,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10934,2020-09-08 19:00:00,56.82,46.62,21.05,51.02,69.85,56.62,186.77,157.44,9096,1718,1431,6035,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10935,2020-09-08 19:30:00,46.08,41.16,20.87,43.28,79.26,62.31,183.2,148.3,8826,1717,1418,5903,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10936,2020-09-08 20:00:00,42.43,37.78,20.56,41.72,72.79,65.63,174.97,136.86,8596,1691,1402,5736,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10937,2020-09-08 20:30:00,41.66,39.33,31.49,43.42,70.6,74.89,176.21,129.6,8417,1663,1388,5575,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10938,2020-09-08 21:00:00,40.23,40.25,33.28,43.89,66.63,70.18,170.63,126.96,8217,1624,1363,5438,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10939,2020-09-08 21:30:00,39.19,39.27,29.2,41.85,53.54,51.42,181.07,122.78,7992,1574,1344,5284,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10940,2020-09-08 22:00:00,37.99,35.18,33.65,38.85,24.6,58.57,176.32,110.85,7794,1536,1309,5161,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10941,2020-09-08 22:30:00,40.87,34.07,26.56,39.11,20.96,57.06,185.81,108.14,7791,1496,1270,5017,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10942,2020-09-08 23:00:00,39.07,32.4,20.38,37.2,8.43,59.11,176.79,106.52,7663,1443,1226,4920,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10943,2020-09-08 23:30:00,43.13,35.48,20.38,42.04,3.27,50.97,172.46,110.21,7627,1407,1183,5061,4.8,2020-09-08 00:00:00,55.0,2020-09-08 00:00:00,19.9
10944,2020-09-09 00:00:00,41.99,39.27,20.38,42.29,2.19,48.64,175.5,139.61,7559,1549,1160,5071,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10945,2020-09-09 00:30:00,38.13,33.05,20.38,36.02,1.9,51.16,157.06,149.85,7471,1539,1135,4894,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10946,2020-09-09 01:00:00,36.57,31.48,21.8,33.79,2.57,54.74,139.11,156.79,7307,1487,1126,4749,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10947,2020-09-09 01:30:00,34.05,27.93,21.67,29.96,3.96,51.54,125.97,150.46,7142,1400,1112,4631,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10948,2020-09-09 02:00:00,34.71,20.04,22.6,18.01,2.65,49.04,119.79,155.01,6911,1330,1098,4430,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10949,2020-09-09 02:30:00,31.93,26.25,64.21,28.24,3.35,53.14,107.26,142.86,6662,1266,1050,4291,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10950,2020-09-09 03:00:00,27.53,20.09,40.04,21.83,1.66,58.01,102.5,144.59,6383,1233,1105,4194,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10951,2020-09-09 03:30:00,26.63,17.34,40.38,18.6,17.04,52.94,104.5,162.66,6241,1221,1111,4142,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10952,2020-09-09 04:00:00,25.93,5.12,36.14,4.91,3.44,49.21,101.27,172.91,6135,1198,1115,4098,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10953,2020-09-09 04:30:00,31.39,24.51,15.45,27.17,-0.06,64.91,95.03,178.21,6159,1182,1119,4148,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10954,2020-09-09 05:00:00,33.25,18.27,13.98,15.6,1.73,76.91,102.92,185.63,6238,1179,1115,4183,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10955,2020-09-09 05:30:00,38.52,30.13,13.41,31.7,1.02,87.6,86.68,205.61,6512,1187,1161,4349,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10956,2020-09-09 06:00:00,39.16,33.63,22.79,35.55,-0.05,84.41,79.28,218.02,6783,1222,1207,4523,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10957,2020-09-09 06:30:00,41.6,39.03,38.67,40.1,12.63,99.94,78.83,212.33,7265,1276,1266,4839,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10958,2020-09-09 07:00:00,43.81,42.44,43.96,44.3,33.5,111.33,83.92,210.02,7729,1361,1339,5145,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10959,2020-09-09 07:30:00,40.34,41.69,43.74,42.87,65.69,117.19,81.89,213.94,8012,1426,1391,5271,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10960,2020-09-09 08:00:00,42.27,41.23,44.1,44.53,81.69,101.76,91.45,221.52,8243,1451,1411,5398,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10961,2020-09-09 08:30:00,40.83,37.35,41.74,41.78,79.74,101.9,95.49,220.61,8354,1364,1391,5406,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10962,2020-09-09 09:00:00,38.82,34.01,51.21,38.62,88.64,110.2,86.84,211.87,8326,1257,1341,5281,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10963,2020-09-09 09:30:00,39.35,-27.98,37.55,37.01,85.9,111.66,89.96,228.4,8326,1145,1281,5185,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10964,2020-09-09 10:00:00,38.22,-11.31,35.41,33.85,79.41,120.56,92.13,239.25,8307,1028,1232,5035,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10965,2020-09-09 10:30:00,42.78,-10.17,93.91,38.01,96.72,126.56,105.82,235.18,8390,902,1191,4883,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10966,2020-09-09 11:00:00,38.95,-192.62,34.99,34.24,105.33,112.86,117.87,219.68,8392,806,1163,4730,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10967,2020-09-09 11:30:00,39.96,-139.82,37.98,34.86,112.15,53.86,99.63,221.7,8293,740,1155,4602,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10968,2020-09-09 12:00:00,27.39,-154.96,21.69,22.93,113.2,50.72,109.22,224.78,8269,684,1134,4471,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10969,2020-09-09 12:30:00,37.3,-160.73,19.24,15.56,87.22,47.72,115.89,219.75,8281,664,1125,4364,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10970,2020-09-09 13:00:00,40.38,-40.42,18.04,8.3,91.99,40.56,120.91,218.01,8345,648,1114,4300,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10971,2020-09-09 13:30:00,39.95,-37.17,38.28,24.85,79.24,44.43,121.12,216.98,8336,652,1105,4251,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10972,2020-09-09 14:00:00,44.13,-29.5,38.01,32.48,80.78,57.87,120.06,205.78,8371,642,1086,4192,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10973,2020-09-09 14:30:00,39.58,-30.83,32.82,31.76,83.22,63.05,135.79,191.31,8390,664,1110,4189,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10974,2020-09-09 15:00:00,36.28,17.52,31.08,28.75,86.64,58.77,140.99,151.66,8388,703,1124,4256,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10975,2020-09-09 15:30:00,38.94,24.21,23.6,27.46,83.19,93.13,136.84,173.03,8504,749,1144,4368,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10976,2020-09-09 16:00:00,40.35,12.84,20.44,11.74,86.8,138.03,140.11,190.87,8766,830,1158,4572,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10977,2020-09-09 16:30:00,47.71,25.61,32.03,29.02,98.87,153.97,152.61,226.34,9045,949,1187,4786,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10978,2020-09-09 17:00:00,69.96,41.73,52.14,57.06,91.75,162.76,148.52,235.64,9361,1093,1232,5115,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10979,2020-09-09 17:30:00,87.08,40.35,67.11,73.39,83.51,173.77,140.86,241.13,9664,1245,1286,5429,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10980,2020-09-09 18:00:00,92.05,51.32,69.74,75.47,60.57,182.05,139.22,230.85,10126,1408,1346,5772,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10981,2020-09-09 18:30:00,87.66,42.0,68.58,74.07,54.79,182.77,138.14,218.04,10320,1557,1393,6085,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10982,2020-09-09 19:00:00,71.44,41.86,60.0,64.03,73.71,191.35,131.75,237.97,10218,1659,1403,6311,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10983,2020-09-09 19:30:00,46.24,38.11,40.0,42.58,81.34,209.85,127.98,279.97,9874,1703,1391,6227,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10984,2020-09-09 20:00:00,61.91,39.94,53.61,56.74,87.59,222.45,125.58,301.47,9562,1697,1364,6127,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10985,2020-09-09 20:30:00,45.33,36.19,40.6,41.8,100.11,211.95,115.84,315.66,9311,1659,1341,5977,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10986,2020-09-09 21:00:00,40.37,33.36,36.71,38.21,89.55,200.71,118.59,325.83,9044,1628,1316,5825,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10987,2020-09-09 21:30:00,38.68,32.27,35.73,35.67,63.11,176.36,112.5,326.65,8754,1597,1288,5664,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10988,2020-09-09 22:00:00,36.18,29.02,39.65,32.97,52.25,196.53,106.75,308.88,8467,1556,1249,5486,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10989,2020-09-09 22:30:00,40.08,11.04,34.4,33.82,50.62,214.62,103.1,298.42,8375,1510,1200,5292,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10990,2020-09-09 23:00:00,37.55,29.87,46.97,34.19,51.94,194.16,103.68,286.98,8131,1461,1157,5118,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10991,2020-09-09 23:30:00,39.7,14.91,40.26,37.8,54.47,187.45,112.97,285.41,7986,1425,1121,5231,14.8,2020-09-09 00:00:00,76.0,2020-09-09 00:00:00,15.6
10992,2020-09-10 00:00:00,39.34,34.93,39.37,39.0,44.88,190.79,118.61,278.35,7917,1561,1093,5205,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
10993,2020-09-10 00:30:00,36.3,29.93,33.83,33.92,40.05,192.92,119.22,269.63,7778,1548,1077,5023,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
10994,2020-09-10 01:00:00,35.18,16.52,33.66,18.61,50.95,187.74,124.11,264.99,7628,1505,1059,4897,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
10995,2020-09-10 01:30:00,35.66,9.38,22.56,21.2,54.11,187.44,126.1,245.11,7431,1422,1042,4760,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
10996,2020-09-10 02:00:00,36.56,-19.17,7.38,9.73,39.27,207.08,124.14,236.75,7211,1347,1021,4594,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
10997,2020-09-10 02:30:00,34.08,-18.83,10.41,10.28,43.4,200.7,115.23,240.45,6922,1301,1041,4448,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
10998,2020-09-10 03:00:00,29.08,-20.2,9.45,9.32,41.1,191.14,122.56,230.25,6667,1275,1042,4323,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
10999,2020-09-10 03:30:00,24.23,-20.38,5.8,5.75,46.74,195.49,122.63,209.29,6469,1236,1049,4248,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11000,2020-09-10 04:00:00,20.97,-14.22,10.23,10.1,53.87,178.44,124.45,189.98,6379,1214,1058,4216,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11001,2020-09-10 04:30:00,21.26,-32.4,12.22,12.07,53.65,150.3,127.19,165.58,6411,1197,1071,4250,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11002,2020-09-10 05:00:00,27.39,0.86,13.36,14.45,52.9,132.49,113.98,148.92,6541,1193,1090,4302,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11003,2020-09-10 05:30:00,30.81,-40.4,21.54,25.9,51.28,115.29,128.13,136.8,6791,1203,1122,4455,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11004,2020-09-10 06:00:00,31.7,-33.27,17.56,29.5,59.8,133.18,130.68,148.74,7112,1248,1172,4657,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11005,2020-09-10 06:30:00,37.26,-29.29,33.03,34.43,68.53,139.71,129.04,160.81,7661,1304,1257,4997,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11006,2020-09-10 07:00:00,59.8,-9.53,58.0,56.94,62.49,131.98,131.05,159.3,8158,1393,1337,5281,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11007,2020-09-10 07:30:00,38.24,27.01,35.74,36.59,69.54,133.32,130.99,179.19,8284,1452,1402,5399,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11008,2020-09-10 08:00:00,36.26,-26.26,35.18,34.72,75.08,153.1,122.09,192.37,8389,1432,1414,5470,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11009,2020-09-10 08:30:00,36.19,-144.4,34.0,34.96,82.19,103.15,126.43,213.42,8291,1365,1396,5441,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11010,2020-09-10 09:00:00,30.83,-148.66,27.74,29.21,90.62,67.93,145.73,223.92,8001,1261,1354,5284,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
11011,2020-09-10 09:30:00,28.34,-32.14,26.9,25.69,106.73,66.08,159.12,215.35,7953,1125,1318,5023,17.5,2020-09-10 00:00:00,51.0,2020-09-10 00:00:00,21.4
