,Time (UTC+10),Regions NSW Trading Price ($/MWh),Regions SA Trading Price ($/MWh),Regions TAS Trading Price ($/MWh),Regions VIC Trading Price ($/MWh),Regions NSW Trading Total Intermittent Generation (MW),Regions SA Trading Total Intermittent Generation (MW),Regions TAS Trading Total Intermittent Generation (MW),Regions VIC Trading Total Intermittent Generation (MW),Regions NSW Operational Demand (MW),Regions SA Operational Demand (MW),Regions TAS Operational Demand (MW),Regions VIC Operational Demand (MW),Daily global solar exposure (MJ/m*m),Date,New VIC Covid Cases,date,Maximum temperature (Degree C)
0,2020-01-25 00:00:00,54.83,68.16,50.11,56.25,40.51,50.46,87.07,86.94,7975,1503,936,4806,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
1,2020-01-25 00:30:00,56.56,68.0,52.88,56.97,29.2,46.04,82.95,84.85,7729,1482,943,4612,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
2,2020-01-25 01:00:00,55.85,68.0,52.35,56.42,23.57,38.15,84.28,88.67,7452,1426,939,4470,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
3,2020-01-25 01:30:00,54.11,67.48,49.7,53.94,14.45,31.39,83.37,85.59,7140,1355,941,4339,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
4,2020-01-25 02:00:00,55.75,64.48,49.87,53.76,12.58,28.53,73.91,79.4,6911,1283,944,4187,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
5,2020-01-25 02:30:00,55.06,63.8,49.57,53.18,15.81,30.06,76.22,72.8,6760,1243,947,4140,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
6,2020-01-25 03:00:00,55.47,64.08,48.6,50.98,9.15,27.96,71.19,73.03,6663,1231,949,4046,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
7,2020-01-25 03:30:00,56.32,63.78,50.4,53.85,11.62,29.54,75.94,75.1,6635,1206,962,4045,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
8,2020-01-25 04:00:00,58.11,66.05,52.18,55.68,8.93,29.39,81.18,71.03,6614,1198,967,4034,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
9,2020-01-25 04:30:00,55.49,61.9,48.87,52.43,7.8,27.08,96.77,76.67,6701,1187,968,4040,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
10,2020-01-25 05:00:00,51.83,59.25,46.51,49.98,6.25,29.51,113.3,77.39,6716,1199,969,4119,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
11,2020-01-25 05:30:00,48.74,55.98,43.97,47.16,6.09,27.4,123.6,66.0,6877,1210,984,4156,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
12,2020-01-25 06:00:00,48.89,60.1,43.76,47.08,7.27,24.53,115.78,69.6,6923,1236,1000,4253,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
13,2020-01-25 06:30:00,48.69,59.22,42.92,46.38,13.39,26.82,97.87,75.01,7133,1242,1015,4340,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
14,2020-01-25 07:00:00,48.62,59.61,44.04,46.57,25.18,28.01,90.41,79.03,7377,1257,1036,4381,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
15,2020-01-25 07:30:00,48.53,53.94,56.98,45.76,42.79,28.26,89.07,83.63,7594,1234,1049,4264,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
16,2020-01-25 08:00:00,48.65,53.25,19.95,45.5,44.94,26.15,94.1,89.78,7783,1187,1074,4289,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
17,2020-01-25 08:30:00,48.53,50.38,14.91,43.71,46.96,21.74,94.25,99.74,7986,1122,1089,4257,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
18,2020-01-25 09:00:00,48.62,48.23,44.27,42.71,47.62,39.19,73.55,117.85,8046,1052,1114,4186,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
19,2020-01-25 09:30:00,48.53,32.32,30.17,28.98,44.79,68.58,69.92,145.19,8109,1008,1101,3985,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
20,2020-01-25 10:00:00,51.4,43.13,41.13,39.43,56.9,81.44,84.07,143.59,8219,968,1081,4062,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
21,2020-01-25 10:30:00,49.88,36.09,34.26,32.71,60.64,75.02,94.21,130.85,8349,952,1076,3981,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
22,2020-01-25 11:00:00,53.54,45.35,45.57,43.18,76.07,70.58,73.49,127.22,8428,852,1064,3952,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
23,2020-01-25 11:30:00,50.65,37.83,44.82,37.3,88.44,80.45,67.24,127.82,8485,770,1052,3905,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
24,2020-01-25 12:00:00,48.72,24.05,44.83,23.89,98.84,95.06,63.1,123.5,8618,733,1046,3905,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
25,2020-01-25 12:30:00,49.86,17.27,44.82,16.21,116.69,95.03,58.71,121.94,8793,715,1033,3892,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
26,2020-01-25 13:00:00,55.12,26.26,44.82,18.23,97.09,108.32,56.1,115.16,8908,671,1020,3912,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
27,2020-01-25 13:30:00,54.11,25.41,44.84,17.52,110.07,100.92,59.69,112.57,8987,628,1013,3951,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
28,2020-01-25 14:00:00,64.34,39.53,47.14,40.52,109.86,97.34,79.16,117.07,9086,615,1008,4060,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
29,2020-01-25 14:30:00,62.34,42.77,49.54,46.69,119.33,73.34,72.39,128.91,9220,616,1016,4105,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
30,2020-01-25 15:00:00,49.28,36.83,42.11,39.31,128.93,77.05,70.66,123.84,9303,652,1016,4213,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
31,2020-01-25 15:30:00,58.28,45.64,49.75,47.86,121.05,74.31,73.86,113.32,9448,698,1032,4405,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
32,2020-01-25 16:00:00,61.65,48.87,26.94,51.02,118.47,80.64,70.11,104.64,9598,766,1052,4588,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
33,2020-01-25 16:30:00,62.28,50.29,47.98,51.28,89.08,93.37,73.94,110.93,9718,855,1081,4807,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
34,2020-01-25 17:00:00,74.41,62.06,54.08,63.17,70.46,82.17,82.42,101.78,9806,954,1107,5056,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
35,2020-01-25 17:30:00,75.73,66.28,43.84,65.42,49.99,77.18,86.12,115.83,9900,1068,1118,5191,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
36,2020-01-25 18:00:00,72.05,67.27,31.79,64.24,29.21,76.3,82.68,119.26,9911,1191,1113,5313,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
37,2020-01-25 18:30:00,73.17,68.29,22.81,64.94,16.94,86.84,78.7,121.56,9798,1284,1121,5285,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
38,2020-01-25 19:00:00,72.79,69.01,52.51,65.36,8.64,92.21,81.46,137.28,9687,1372,1114,5218,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
39,2020-01-25 19:30:00,72.65,69.82,39.09,66.07,40.25,94.67,85.0,143.82,9641,1412,1102,5177,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
40,2020-01-25 20:00:00,70.84,68.98,21.1,64.84,66.97,82.73,88.37,117.93,9605,1441,1101,5128,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
41,2020-01-25 20:30:00,69.98,68.65,18.5,64.99,78.75,81.28,89.64,115.52,9440,1450,1103,5139,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
42,2020-01-25 21:00:00,66.24,68.05,54.66,61.97,66.29,68.87,91.05,122.97,9259,1447,1094,5014,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
43,2020-01-25 21:30:00,62.31,67.63,41.62,60.17,46.0,69.96,80.22,116.57,9066,1431,1079,4913,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
44,2020-01-25 22:00:00,57.15,63.86,50.59,55.57,26.03,87.55,77.72,103.64,8879,1400,1057,4805,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
45,2020-01-25 22:30:00,60.13,64.25,18.49,56.64,22.18,75.09,73.48,76.42,8685,1365,1033,4690,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
46,2020-01-25 23:00:00,57.96,62.18,50.99,55.12,4.42,74.72,70.99,80.3,8339,1332,1019,4630,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
47,2020-01-25 23:30:00,52.3,58.03,47.52,51.6,0.55,48.99,76.25,79.01,8025,1314,1007,4767,30.0,2020-01-25 00:00:00,0.0,2020-01-25 00:00:00,27.4
48,2020-01-26 00:00:00,51.95,61.87,49.84,53.56,0.42,37.77,59.79,79.18,7826,1464,1003,4726,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
49,2020-01-26 00:30:00,52.27,63.52,50.15,53.53,0.48,30.15,59.41,62.73,7619,1444,975,4552,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
50,2020-01-26 01:00:00,52.01,60.35,59.35,51.72,1.41,21.14,56.02,46.11,7371,1393,982,4406,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
51,2020-01-26 01:30:00,51.23,58.68,128.07,50.61,0.53,12.88,56.4,43.03,7111,1319,976,4277,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
52,2020-01-26 02:00:00,57.58,65.06,99.6,56.22,0.39,6.64,55.09,42.32,6938,1258,972,4178,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
53,2020-01-26 02:30:00,52.0,57.94,46.81,49.24,0.63,9.81,58.53,42.36,6790,1242,975,4062,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
54,2020-01-26 03:00:00,50.34,56.26,45.82,47.67,0.16,10.7,66.97,42.56,6727,1234,978,4000,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
55,2020-01-26 03:30:00,48.84,54.78,47.01,46.06,0.13,9.14,69.85,36.46,6656,1211,979,3970,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
56,2020-01-26 04:00:00,50.25,56.11,50.23,47.6,0.16,4.05,63.6,34.93,6641,1189,977,3954,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
57,2020-01-26 04:30:00,53.18,61.57,76.49,52.36,0.47,6.12,71.18,27.21,6665,1191,979,3966,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
58,2020-01-26 05:00:00,52.48,61.6,37.32,52.31,0.19,14.46,77.48,15.03,6733,1191,984,3981,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
59,2020-01-26 05:30:00,55.27,66.66,33.94,55.83,0.12,12.59,86.19,14.77,6816,1207,994,4026,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
60,2020-01-26 06:00:00,52.05,64.04,15.15,52.07,0.66,14.19,96.74,41.24,6866,1227,1011,4036,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
61,2020-01-26 06:30:00,50.68,62.26,19.51,51.89,6.71,21.01,85.8,47.73,6996,1212,1030,4057,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
62,2020-01-26 07:00:00,49.74,60.82,46.54,51.87,18.58,12.68,77.38,32.28,7233,1199,1059,4082,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
63,2020-01-26 07:30:00,43.56,52.75,124.2,44.45,31.52,16.03,78.0,31.83,7484,1187,1085,4057,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
64,2020-01-26 08:00:00,48.87,56.51,46.84,49.18,38.89,26.17,78.17,52.44,7759,1142,1075,4045,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
65,2020-01-26 08:30:00,48.53,54.13,44.82,48.28,44.92,33.81,57.36,50.53,8067,1094,1041,4068,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
66,2020-01-26 09:00:00,48.32,51.1,44.81,45.9,52.91,39.64,49.38,52.12,8357,1057,1060,4057,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
67,2020-01-26 09:30:00,52.16,54.02,45.47,48.32,86.94,27.53,60.26,60.96,8649,1014,1104,4043,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
68,2020-01-26 10:00:00,49.06,49.29,46.56,44.79,122.76,23.62,89.73,111.19,8905,941,1072,3939,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
69,2020-01-26 10:30:00,49.25,45.65,45.17,43.04,151.09,38.55,65.57,122.22,9136,803,1050,3942,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
70,2020-01-26 11:00:00,47.23,41.77,44.83,40.24,155.06,39.17,58.11,138.59,9351,721,1043,3973,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
71,2020-01-26 11:30:00,45.03,37.31,44.82,36.2,169.12,32.23,63.02,197.32,9538,672,1031,4100,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
72,2020-01-26 12:00:00,48.09,38.95,44.27,38.33,179.57,43.39,80.72,186.36,9762,639,1005,4252,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
73,2020-01-26 12:30:00,47.62,38.08,41.17,37.41,201.5,45.31,92.03,147.91,9909,635,994,4208,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
74,2020-01-26 13:00:00,51.7,40.3,44.12,40.39,201.39,51.37,93.55,130.07,10131,625,996,4203,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
75,2020-01-26 13:30:00,55.88,42.48,45.66,43.12,199.8,50.02,97.08,130.43,10377,630,990,4175,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
76,2020-01-26 14:00:00,59.75,44.49,48.04,45.52,190.23,51.99,103.69,102.66,10570,634,993,4197,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
77,2020-01-26 14:30:00,58.79,43.32,44.21,44.33,195.08,50.22,95.27,89.52,10721,650,1010,4249,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
78,2020-01-26 15:00:00,56.52,42.82,25.81,43.29,185.68,47.61,102.7,76.98,10764,675,1051,4289,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
79,2020-01-26 15:30:00,57.35,44.87,32.41,45.3,185.61,50.45,97.34,71.45,10552,737,1063,4351,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
80,2020-01-26 16:00:00,67.6,52.99,39.02,53.44,165.85,51.24,85.25,72.24,10569,831,1059,4539,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
81,2020-01-26 16:30:00,77.81,60.27,56.9,60.93,141.61,43.85,78.05,73.01,10789,950,1092,4712,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
82,2020-01-26 17:00:00,85.18,64.62,60.09,65.94,116.8,56.14,85.55,78.1,11000,1038,1129,4880,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
83,2020-01-26 17:30:00,84.34,65.08,54.98,65.39,97.46,55.24,92.26,90.98,10991,1137,1140,4934,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
84,2020-01-26 18:00:00,79.39,64.04,49.17,62.34,69.42,65.13,78.81,119.13,10961,1249,1153,4986,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
85,2020-01-26 18:30:00,77.21,64.98,28.32,61.97,39.91,76.67,76.04,108.71,10735,1340,1160,5014,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
86,2020-01-26 19:00:00,79.42,68.0,20.48,63.9,12.63,75.75,68.88,112.52,10527,1408,1160,5017,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
87,2020-01-26 19:30:00,77.53,64.42,21.04,62.55,17.51,58.1,66.05,131.97,10423,1449,1157,4968,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
88,2020-01-26 20:00:00,77.5,62.73,53.05,62.89,108.17,46.35,57.16,153.62,10353,1468,1156,4976,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
89,2020-01-26 20:30:00,76.24,62.9,56.02,63.14,117.26,49.58,48.54,107.05,10156,1465,1166,4938,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
90,2020-01-26 21:00:00,68.17,59.27,49.33,58.06,135.07,50.36,45.45,109.15,9900,1452,1157,4828,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
91,2020-01-26 21:30:00,61.35,57.27,48.53,53.72,139.36,54.82,45.38,117.54,9603,1412,1135,4702,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
92,2020-01-26 22:00:00,56.14,57.76,48.63,51.73,147.95,57.62,37.75,99.03,9269,1392,1111,4578,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
93,2020-01-26 22:30:00,53.86,53.34,45.56,48.61,144.14,57.13,32.21,77.97,8985,1357,1089,4510,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
94,2020-01-26 23:00:00,51.87,52.18,42.7,47.58,145.61,52.94,26.3,78.63,8596,1334,1073,4464,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
95,2020-01-26 23:30:00,53.88,57.01,48.73,52.43,129.49,43.43,26.23,87.59,8224,1321,1057,4657,24.0,2020-01-26 00:00:00,0.0,2020-01-26 00:00:00,23.6
96,2020-01-27 00:00:00,46.72,54.57,46.13,47.86,112.51,33.14,28.94,95.42,7946,1476,1034,4613,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
97,2020-01-27 00:30:00,46.49,57.23,46.42,47.73,81.57,34.07,28.01,90.96,7686,1454,1021,4462,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
98,2020-01-27 01:00:00,48.16,56.76,47.01,47.95,82.4,29.79,29.61,57.19,7430,1400,980,4341,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
99,2020-01-27 01:30:00,48.73,56.06,47.61,48.18,68.73,31.6,31.76,14.88,7150,1316,1004,4232,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
100,2020-01-27 02:00:00,48.11,55.22,44.95,46.73,75.2,23.01,32.75,4.78,6980,1269,1005,4098,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
101,2020-01-27 02:30:00,49.53,56.82,51.14,48.07,75.59,20.45,30.18,7.08,6858,1244,1000,4020,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
102,2020-01-27 03:00:00,48.52,54.61,55.42,46.35,61.47,20.15,30.81,12.68,6759,1225,998,3960,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
103,2020-01-27 03:30:00,49.25,57.71,55.42,44.09,48.12,19.53,31.86,23.99,6726,1216,999,3951,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
104,2020-01-27 04:00:00,47.34,57.01,83.54,44.5,40.49,17.62,32.43,25.97,6719,1212,1003,3961,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
105,2020-01-27 04:30:00,44.69,56.69,48.19,43.73,42.16,14.09,45.22,14.17,6748,1195,1010,3978,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
106,2020-01-27 05:00:00,48.52,58.93,52.14,48.07,46.04,13.75,45.97,21.97,6801,1207,1016,4025,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
107,2020-01-27 05:30:00,48.53,60.91,49.27,48.52,39.5,10.05,48.92,40.23,6919,1207,1021,4119,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
108,2020-01-27 06:00:00,46.91,51.96,48.3,45.21,34.49,10.18,58.24,45.76,7021,1200,1027,4120,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
109,2020-01-27 06:30:00,39.94,44.48,49.53,38.67,20.3,8.96,65.61,37.76,7165,1174,1040,4170,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
110,2020-01-27 07:00:00,41.4,49.44,50.23,40.49,25.62,4.33,56.26,32.72,7285,1185,1057,4180,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
111,2020-01-27 07:30:00,39.88,49.35,46.29,38.53,34.74,5.15,50.28,15.59,7433,1166,1082,4146,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
112,2020-01-27 08:00:00,37.83,41.34,126.0,35.14,41.83,13.23,44.29,47.37,7599,1101,1107,4115,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
113,2020-01-27 08:30:00,43.07,44.5,35.66,39.29,42.97,17.31,40.54,59.56,7839,1001,1120,4141,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
114,2020-01-27 09:00:00,47.29,47.67,44.71,42.97,45.27,9.62,40.06,70.92,8014,918,1117,4133,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
115,2020-01-27 09:30:00,48.88,46.26,44.8,42.61,49.86,22.47,43.91,87.0,8160,843,1122,4094,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
116,2020-01-27 10:00:00,48.36,42.93,42.57,40.19,52.86,20.35,31.9,139.67,8316,779,1122,4037,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
117,2020-01-27 10:30:00,51.21,44.85,45.11,42.35,53.24,13.5,28.58,120.65,8459,735,1133,4045,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
118,2020-01-27 11:00:00,53.57,45.74,47.01,44.2,54.84,28.09,31.15,83.17,8615,688,1141,4003,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
119,2020-01-27 11:30:00,52.27,43.52,45.32,42.81,59.68,47.49,31.34,54.84,8759,668,1134,4005,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
120,2020-01-27 12:00:00,50.23,41.29,42.8,40.87,79.6,32.69,35.37,53.03,8932,663,1105,4013,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
121,2020-01-27 12:30:00,51.63,41.09,42.4,41.36,105.28,26.99,34.63,39.35,9045,668,1077,4054,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
122,2020-01-27 13:00:00,49.85,38.75,40.84,39.91,168.15,33.93,32.24,36.04,9188,673,1048,4096,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
123,2020-01-27 13:30:00,50.57,38.29,41.99,40.26,166.48,41.9,28.97,41.47,9382,674,1041,4166,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
124,2020-01-27 14:00:00,58.8,45.02,48.65,46.96,138.03,45.99,29.56,56.24,9627,677,1035,4246,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
125,2020-01-27 14:30:00,59.54,45.68,49.56,48.14,129.11,45.45,29.72,66.58,9847,704,1032,4371,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
126,2020-01-27 15:00:00,70.26,53.63,40.43,56.89,121.76,60.98,36.86,68.26,10100,757,1040,4537,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
127,2020-01-27 15:30:00,77.99,58.32,57.52,60.62,109.97,70.65,46.87,77.6,10361,813,1059,4665,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
128,2020-01-27 16:00:00,81.07,61.07,56.41,62.72,99.65,72.37,44.19,80.16,10652,882,1076,4881,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
129,2020-01-27 16:30:00,105.81,71.61,69.11,75.32,83.54,79.85,41.56,83.84,10910,998,1112,5041,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
130,2020-01-27 17:00:00,96.52,71.73,69.18,75.4,65.94,81.26,39.07,61.04,11090,1125,1142,5118,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
131,2020-01-27 17:30:00,114.84,80.35,63.92,82.86,47.55,82.83,40.38,60.5,11135,1258,1155,5133,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
132,2020-01-27 18:00:00,126.62,77.87,32.05,78.42,30.87,73.92,40.12,85.02,11124,1362,1167,5151,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
133,2020-01-27 18:30:00,112.45,92.26,21.47,92.13,22.17,72.87,43.06,84.59,10940,1453,1168,5174,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
134,2020-01-27 19:00:00,107.78,92.85,13.69,91.87,32.13,74.07,45.68,92.45,10651,1512,1168,5117,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
135,2020-01-27 19:30:00,110.87,100.51,29.49,97.74,103.22,76.53,45.32,102.56,10457,1546,1159,5081,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
136,2020-01-27 20:00:00,80.04,70.82,30.52,68.26,123.37,74.16,47.17,96.32,10308,1547,1166,5081,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
137,2020-01-27 20:30:00,70.51,68.0,56.25,63.12,135.52,72.52,52.58,119.5,10046,1545,1166,5088,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
138,2020-01-27 21:00:00,63.89,65.73,54.46,59.1,134.36,67.53,49.91,126.8,9685,1518,1147,4915,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
139,2020-01-27 21:30:00,61.71,67.82,70.98,60.11,123.9,61.43,48.57,106.66,9425,1482,1113,4772,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
140,2020-01-27 22:00:00,58.76,68.36,44.84,58.59,102.44,52.07,50.05,88.03,9120,1456,1080,4666,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
141,2020-01-27 22:30:00,54.72,61.92,34.48,53.5,78.51,46.69,52.64,72.33,8816,1405,1058,4548,26.1,2020-01-27 00:00:00,0.0,2020-01-27 00:00:00,23.1
